"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","29","North.West","Mixed","Level.4","Rented.from.private.landlord","J","M4 ","E14000807","E08000003"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","34","Scotland","White","Level.3","Being.bought.on.a.mortgage","O","KA10 ","S14000010","S12000028"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","37","Scotland","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","I","G78 ","S14000021","S12000011"
NA,"Dont.know","Yes.I.voted","Labour","Dont.know","Dont.know","Female","46","Scotland","White","0","Owned.outright.by.household","G","KY2 ","S14000041","S12000015"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","52","London","White","Level.1.or.2","Being.bought.on.a.mortgage","N","RM6 ","E14000760","E09000026"
"10","UKIP","Yes.I.voted","UKIP",NA,NA,"Male","61","Wales","White","Level.1.or.2","Other/Dont.know","D","NP26 ","W07000055","W06000021"
NA,"Conservative","Yes.I.voted","Labour","Leave","10","Male","51","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","I","G65 ","S14000012","S12000044"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","41","Wales","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","D","SA72 ","W07000066","W06000009"
NA,"Dont.know","Yes.I.voted","Dont.remember","Dont.know","Dont.know","Female","64","Scotland","White","0","Prefer.not.to.say","B","G76 ","S14000021","S12000011"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","24","Wales","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","I","SA13 ","W07000049","W06000012"
"8","Conservative","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Leave",NA,"Male","32","Scotland","White","Level.1.or.2","Being.bought.on.a.mortgage","I","ML1 ","S14000003","S12000044"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","64","Wales","White","Level.2","Owned.with.a.mortgage.or.loan","G","LL12 ","W07000044","W06000006"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","Prefer.not.to.say","Scotland","White","Level.2","Owned.outright.by.household","C","IP33 ","E14000613","E07000204"
"10","Conservative","Yes.I.voted","Liberal.Democrat","Remain","10","Female","48","Wales","White","Level.2","Owned.outright.by.household","K","SA48 ","W07000064","W06000008"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Male","30","Yorkshire.and.The.Humber","White","Other","Rented.from.Housing.Association","L","S60 ","E14000904","E08000018"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","64","South.West","White","Level.1.or.2","Being.bought.on.a.mortgage","M","PL25 ","E14000961","E06000052"
"10","Conservative","Yes.I.voted","Liberal.Democrat","Leave","9","Male","49","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","F","NR13 ","E14000603","E07000144"
"10","Dont.know","Yes.I.voted","blank","Remain","10","Male","62","South.East","Prefer.not.to.say","Level.4","Being.bought.on.a.mortgage","N","HP13 ","E14001056","E07000007"
"5","Dont.know","Yes.I.voted","Labour","Dont.know","5","Male","67","Wales","White","0","Prefer.not.to.say","D","DL15 ","E14000856","E06000047"
"3","UKIP","No.I.chose.not.to.vote","0","Leave",NA,"Female","38","London","White","Dont.know","Rented.from.Housing.Association","K","E17 ","E14001013","E09000031"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","23","North.West","White","Level.1","Owned.with.a.mortgage.or.loan","J","SW11 ","E14000549","E09000032"
"10","Conservative","Yes.I.voted","0","Dont.know",NA,"Female","73","South.East","White","Dont.know","Owned.outright.by.household","M","PO33 ","E14000762","E06000046"
NA,"Would.not.vote","Yes.I.voted","Labour","Dont.know","Dont.know","Female","68","Scotland","White","No.qualifications","Owned.outright.by.household","K","DD3 ","S14000016","S12000042"
"10","Labour","Yes.I.voted","Labour","Remain","8","Male","46","North.West","White","Level.1","Owned.with.a.mortgage.or.loan","D","CA16 ","E14000877","E07000030"
"10","Labour","Yes.I.voted","Labour","Remain","8","Female","55","Yorkshire.and.The.Humber","White","Level.1.or.2","Rented.from.Housing.Association","I","DL6 ","E14000895","E07000164"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","73","Wales","White","Level.2","Owned.outright.by.household","B","CH7 ","W07000042","W06000005"
NA,"UKIP","Yes.I.voted","Conservative","Leave","10","Male","43","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","D","LL20 ","W07000062","W06000006"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","45","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","O","PA1 ","S14000053","S12000038"
NA,"Labour","Yes.I.voted","Labour","Remain","7","Male","63","Wales","White","Level.1","Rented.from.council/local.authority","I","NP7 ","W07000054","W06000021"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","34","North.East","White","Level.1","Owned.with.a.mortgage.or.loan","H","DH1 ","E14000641","E06000047"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","67","North.West","White","Level.4","Rented.from.private.landlord","N","FY8 ","E14000706","E07000119"
"10","Dont.know","Yes.I.voted","Labour","Remain","10","Female","60","West.Midlands","White","Other","Prefer.not.to.say","C","SY13 ","E14000849","E06000051"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","33","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","J","KA3 ","S14000040","S12000008"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","56","London","White","Level.1","Owned.outright.by.household","M","NN3 ","E14000862","E07000154"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","67","Wales","White","Level.1","Owned.outright.by.household","F","CH7 ","W07000042","W06000005"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Male","61","London","White","Level.2","Prefer.not.to.say","A","SG13 ","E14000744","E07000242"
NA,"Conservative","Yes.I.voted","Labour","Leave","10","Male","69","Wales","White","Level.1","Owned.outright.by.household","F","LL12 ","W07000044","W06000006"
"10","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","25","Wales","White","Dont.know","Rented.from.Local.Authority","J","LL13 ","W07000044","W06000006"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP",NA,NA,"Female","28","Scotland","White","Level.3","Rented.from.Housing.Association","D","KW15 ","S14000051","S12000023"
NA,"Other.party","Yes.I.voted","Labour","Leave","10","Female","36","London","Asian./.Asian.British:.Bangladeshi","0","Rented.from.council/local.authority","K","E3 ","E14000882","E09000030"
NA,"UKIP","Yes.I.voted","Labour","Leave","10","Male","75","Wales","White","Level.3","Owned.outright.by.household","E","SA13 ","W07000049","W06000012"
"10","UKIP","Yes.I.voted","UKIP","Dont.know","10","Female","54","North.West","White","Level.4","Owned.with.a.mortgage.or.loan","F","WN2 ","E14001039","E08000010"
"10","Scottish.National.Party.SNP","Yes.I.voted","blank","Remain","10","Male","24","South.West","White","Level.4","Being.bought.on.a.mortgage","H","BS16 ","E14000599","E06000023"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","46","North.East","White","Level.2","Owned.with.a.mortgage.or.loan","M","TN12 ","E14001004","E07000116"
NA,"Conservative","Yes.I.voted","Conservative","Dont.know","Dont.know","Male","63","Scotland","White","Level.2","Owned.outright.by.household","F","KA10 ","S14000010","S12000028"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP",NA,NA,"Female","45","Scotland","White","Level.4","Being.bought.on.a.mortgage","F","EH20 ","S14000045","S12000019"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","74","North.West","White","Level.1","Prefer.not.to.say","B","CH4 ","E14000640","E06000050"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","47","East.of.England","White","Level.2","Owned.with.a.mortgage.or.loan","G","CO5 ","E14001045","E07000067"
NA,"Conservative","Yes.I.voted","Conservative","Remain","8","Male","62","London","Asian./.Asian.British:.Indian","No.qualifications","Owned.outright.by.household","N","HA3 ","E14000731","E09000015"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","34","South.West","White","Level.1","Owned.with.a.mortgage.or.loan","G","BS7 ","E14000602","E06000023"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","67","Scotland","White","Dont.know","Owned.outright.by.household","D","AB42 ","S14000007","S12000034"
"Dont.know","UKIP","No.I.chose.not.to.vote","0","Leave","6","Female","37","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","D","GU35 ","E14000680","E07000085"
NA,"Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Remain","10","Male","37","London","White","Other","Rented.from.a.private.landlord.or.letting.agency","N","UB3 ","E14000737","E09000017"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","33","North.East","White","Level.3","Rented.from.private.landlord","M","DH4 ","E14000754","E08000024"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","66","South.East","White","Level.2","Owned.outright.by.household","F","CT9 ","E14000948","E07000114"
"10","Labour","Yes.I.voted","Labour","Dont.know","10","Female","57","North.West","White","Level.1.or.2","Being.bought.on.a.mortgage","M","WA8 ","E14000725","E06000006"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","62","West.Midlands","Prefer.not.to.say","0","Prefer.not.to.say","C","HR9 ","E14000847","E06000019"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","26","London","White","Level.1","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","N","W3 ","E14000674","E09000009"
"10","Labour","Yes.I.voted","Labour","Dont.know","6","Female","46","London","Black/Black.British","Level.4","Rented.from.council/local.authority","K","SE22 ","E14000673","E09000028"
NA,"Labour","Yes.I.voted","Labour","Leave","0","Female","72","Scotland","White","0","Prefer.not.to.say","L","G13 ","S14000033","S12000046"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","48","North.West","White","Other","Being.bought.on.a.mortgage","B","BB6 ","E14000894","E07000124"
"10","Dont.know","Yes.I.voted","Liberal.Democrat","Remain","10","Prefer.not.to.say","39","East.of.England","Prefer.not.to.say","0","Prefer.not.to.say","J","B26 ","E14000568","E08000025"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","57","South.East","White","Level.2","Owned.outright.by.household","F","ME15 ","E14000700","E07000110"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Male","53","Wales","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","C","CH7 ","W07000043","W06000005"
NA,"Labour","Yes.I.voted","Green.Party","Remain","10","Male","41","London","White","Level.1","Owned.with.a.mortgage.or.loan","A","E16 ","E14000679","E09000025"
"10","Dont.know","Yes.I.voted","Conservative",NA,NA,"Female","29","East.of.England","White","Level.4","Rented.from.private.landlord","O","HP1 ","E14000739","E07000096"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","68","Scotland","White","No.qualifications","Owned.outright.by.household","N","EH11 ","S14000025","S12000036"
"10","Dont.know","Yes.I.voted","Liberal.Democrat","Remain","10","Male","60","London","White","Level.2","Owned.outright.by.household","A","W11 ","E14000768","E09000020"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","52","South.East","White","Level.3","Owned.with.a.mortgage.or.loan","E","HS8 ","S14000027","S12000013"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","58","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","C","WF17 ","E14000548","E08000034"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","70","North.West","White","Level.4","Being.bought.on.a.mortgage","A","W8 ","E14000768","E09000020"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","68","Wales","White","Level.4","Owned.with.a.mortgage.or.loan","F","CF34 ","W07000074","W06000013"
"5","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP",NA,NA,"Female","35","Scotland","White","No.formal.qualifications","Rented.from.Local.Authority","L","DD8 ","S14000004","S12000041"
NA,"Labour","Yes.I.voted","Other.party","Leave","10","Female","68","Wales","White","Level.1","Owned.outright.by.household","C","CF33 ","W07000049","W06000012"
"10","Dont.know","Yes.I.voted","Green.Party",NA,NA,"Female","57","South.East","White","Level.4","Owned.outright.by.household","D","BN8 ","E14000786","E07000063"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","57","Wales","White","Level.2","Owned.outright.by.household","M","CF34 ","W07000074","W06000013"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","68","London","White","Level.2","Owned.outright.by.household","A","TW11 ","E14001005","E09000027"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","Prefer.not.to.say","South.West","White","No.formal.qualifications","Being.bought.on.a.mortgage","F","SN3 ","E14000851","E06000030"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","34","West.Midlands","White","Level.1","Owned.with.a.mortgage.or.loan","O","B3 ","E14000564","E08000025"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Male","Prefer.not.to.say","North.West","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","F","PO2 ","E14000883","E06000044"
"0","Labour","No.I.chose.not.to.vote","0",NA,NA,"Male","26","North.West","White","Level.1.or.2","Rented.from.Local.Authority","K","M6 ","E14000911","E08000006"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","62","Scotland","White","Level.4","Owned.with.a.mortgage.or.loan","A","AB25 ","S14000002","S12000033"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Male","85","South.West","White","Level.4","Owned.outright.by.household","L","PL2 ","E14000880","E06000026"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","9","Male","47","Wales","White","No.qualifications","Prefer.not.to.say","L","CF43 ","W07000052","W06000016"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","46","South.East","White","0","Owned.with.a.mortgage.or.loan","C","TN19 ","E14000557","E07000064"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","44","Scotland","White","Level.1","Prefer.not.to.say","O","AB24 ","S14000001","S12000033"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","58","East.of.England","White","Other","Being.bought.on.a.mortgage","B","CO5 ","E14000734","E07000071"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","Prefer.not.to.say","Scotland","White","Apprenticeship","Owned.outright.by.household","O","G75 ","S14000019","S12000029"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","68","South.East","White","Level.4","Owned.outright.by.household","B","GU26 ","E14000680","E07000085"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","45","East.of.England","Mixed","Level.4","Being.bought.on.a.mortgage","C","CB25 ","E14000937","E07000009"
"7","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","55","Yorkshire.and.The.Humber","White","Level.1.or.2","Owned.outright.by.household","M","S73 ","E14000542","E08000016"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","70","North.West","White","0","Rented.from.council/local.authority","F","GL4 ","E14000712","E07000081"
